item_id,title,images,categories,description,details,average_rating,rating_number
b001thpa44,"veranda,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61+B8HIyMYL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61+B8HIyMYL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'February 19, 2009'}",4.5,1986
b002drbhuu,"rolling stone - 6 month auto renew,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/610GuzIr8hL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/610GuzIr8hL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'June 18, 2009'}",4.2,1389
b00007g2x5,"star magazine,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61dI6hbjn3L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61dI6hbjn3L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71nwcNfRUBL._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'April 25, 2011'}",4.3,856
b00006l0a1,tufts university health & nutrition letter,"{'thumb': 'https://m.media-amazon.com/images/I/61D2QwYhrgL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61D2QwYhrgL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'September 16, 2006'}",4.1,33
b00005n7ny,"interview magazine,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51E68XPDsML._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51E68XPDsML._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91AZPAMX8mL._AC_SL1500_.jpg'}",magazine subscriptions,,"{'Date First Available': 'September 14, 2006', 'Manufacturer': 'Brant Publications'}",3.8,50
b07qrn3y9v,"better homes and gardens,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61cvlVo5WnL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61cvlVo5WnL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"better homes and gardens is the vibrant, down-to-earth guide for the woman who is passionate about her home and garden and all that they encompass.","{'Date First Available': 'April 17, 2019', 'Manufacturer': 'Meredith corporation'}",4.5,805
b09nrg2f5z,motor trend - 6 month auto renew,"{'thumb': 'https://m.media-amazon.com/images/I/61pcUmWIxPL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61pcUmWIxPL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'December 22, 2021'}",4.0,9
b000060mkj,"easyriders,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51rcsiRBBwL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51rcsiRBBwL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"this magazine truly captures the biker lifestyle in all its tire-smoking glory! each issue showcases the latest trends in custom motorcycles with beautifully shot features offering the newest parts,and accessories and takes readers inside the country's wide-ranging motorcycle world.","{'Date First Available': 'September 14, 2006', 'Manufacturer': 'Paisano Publications'}",3.8,74
b002ellzlq,maui no ka oi magazine,"{'thumb': 'https://m.media-amazon.com/images/I/51hR5YLo06S._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51hR5YLo06S._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61xDP3aF3lS._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'June 25, 2009'}",4.1,20
b00007axbe,"field - england,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51FaR-WTjeL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51FaR-WTjeL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"british outdoors magazine; horses, hunting, camping etc.","{'Date First Available': 'September 16, 2006', 'Manufacturer': 'Time Inc UK Ltd'}",5.0,2
b0002i7ur6,beckett football,"{'thumb': 'https://m.media-amazon.com/images/I/41K5tpuq4rL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41K5tpuq4rL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/610VVKpfC8L._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'May 22, 2012'}",4.3,51
b01n819udu,"shape,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51FhT+gJCLL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51FhT+gJCLL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"shape magazine is the authority for women who want to lead an active, healthy lifestyle. shape inspires women with personalized workout guides, timely health & nutrition advice, and beauty & style tips to achieve balance in mind, body and spirit.","{'Date First Available': 'February 8, 2017', 'Manufacturer': 'Meredith Corporation'}",4.3,1547
b00005umop,cruising world,"{'thumb': 'https://m.media-amazon.com/images/I/61I7RvPqLLL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61I7RvPqLLL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71vSGg8RuWL._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'October 28, 2020'}",4.2,32
b002pxw1wu,"all you,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61sSy2-9yDL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61sSy2-9yDL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/A1ozbRL3mOL._AC_SL1500_.jpg'}",magazine subscriptions,"product description, all you -- enjoy life for less! each issue offers coupons, money saving tips, affordable menus, fashion for all figures and budgets, and advice from real women like you., amazon.com review, all you magazine provides a wealth of information and advice on running your household and offers ingenious ideas for organizing your activities outside of it as well. the minute you open its glossy cover, you will wonder how you ever got along without it.  all you magazine always includes delicious recipes that your family will be excited to eat. end the boredom of the same meals every week by taking the plunge and seeking out new experiences in the vast world of gastronomy. you'll also get tips and hints from cooks on saving time and money on your culinary endeavors.  all you magazine features regular articles on dieting, health, and nutrition to get you into shape, both physically and emotionally. depending on the month, you'll read advice on losing weight faster for a special occasion, keeping it off with exercise tips, and staying fit during hectic times, all tailored toward your particular lifestyle.  every issue of all you offers shopping advice covering everything from creating a budget to finding the best prices on products you need the most. the all you editor picks section gives you monthly reviews on the best deals on beauty products, household necessities, and decorative items.  this publication is so varied in its topics that you and your best friend could share a copy and both find valuable information that will change your life. with a subscription to all you magazine, you'll never have to worry about missing a single important tip on the topic you're most interested in.","{'Date First Available': 'September 22, 2009', 'Manufacturer': 'Time Direct Ventures'}",4.1,485
b00qrd662a,"cosmopolitan print access ar,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61zO-uQ5ysL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61zO-uQ5ysL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71e9HJVk+DL._AC_SL1020_.jpg'}",magazine subscriptions,,"{'Date First Available': 'June 1, 2020', 'Manufacturer': 'Hearst Magazines'}",3.6,17
b002drbhv4,us weekly,"{'thumb': 'https://m.media-amazon.com/images/I/619KDdG4jyL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/619KDdG4jyL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71yaQ9NL68L._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'October 27, 2020'}",4.0,41
b00007az93,light of consciousness : journal of spiritual awakening,"{'thumb': 'https://m.media-amazon.com/images/I/51NmALbR3KL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51NmALbR3KL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'September 17, 2006'}",4.4,54
b000iaz4qc,"lok magazin,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/519SNyop1oL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/519SNyop1oL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'September 19, 2006', 'Manufacturer': 'Geramond Verlag Gmbh'}",5.0,1
b000u5iq2y,"instyle,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61-yjPmRdoL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61-yjPmRdoL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81+8+JoPdUL._AC_SL1500_.jpg'}",magazine subscriptions,"product description, instyle celebrates the private side of public faces, revealing the personal style choices of the world's most fascinating people. an insider's guide to trends in beauty, fashion, home entertaining and charities, instyle is a trusted source for inspiration and ideas., amazon.com review, who reads, instyle, ?, the, instyle, reader is a confident and fabulous woman who believes style is not about fad or fleeting fashion moments, but rather an ongoing expression of her fun and fresh personality. this expression transcends her closet and cosmetic bag; she seeks style inspiration and strives to personalize this style across all of her life, from updating the look of her home to the type of car she opts to drive. over 9.6 million women in their 20's, 30's and 40's read, instyle, each month., what you can expect in each issue:, each month, the issue starts with ""what's now,"" an energetic roundup of what's new and exciting in the world of style. then it's on to ""the look,"" and its unique take on what celebrities are wearing. ""your look"" focuses on fashion trends, tips and how-tos that the reader can use in her own life. the ""beauty"" section is filled with expert advice, product reviews and step-by-step guides to wearing the latest make-up looks, caring for skin, getting beautiful hair and more. next up is ""shop it,"" which is dedicated to finding the best fashions and great values for readers. the magazine ends with the ""life, etc."" pages, which take readers inside the homes of celebrities and help them lead a more stylish life. the features change from month to month, but readers can always expect a personal and inspiring story about the cover’s celebrity accompanied by gorgeous images of her in the season's most breathtaking clothing. most months the magazine includes a beautiful fashion story shot on a celebrity by one of the best photographers in the world, and at least one smart, useful, idea-filled story to help readers solve problems, be more stylish, live better, and enjoy their time more. also included with your subscription is, instyle, makeover, a comprehensive guide to the very best new products and possibilities in beauty and fashion, created especially for the modern, sophisticated, and stylish young woman who's ready to have some fun with her look., magazine layout:, like the home of a stylish friend,, instyle, 's layouts are beautiful and welcoming. stories convey information easily and clearly. photos are lush, yet everything is visible and understandable. the overall design feels sophisticated and luxurious, but never intimidating.  click on any image below to see select pages:, contributors:, instyle, works with some of the best fashion photographers in the world to bring readers stunning images of their favorite stars, either in the season's best fashion, at home, with family and friends or working with their charities. the writers have vast experience writing about the magazine’s core subjects: fashion, beauty, celebrity, home, entertaining, and style., past issues:, comparisons to other magazines:, instyle, is like no other magazine out there. it covers all aspects of a women's life with inspiring, informative and entertaining stories and photographs. readers overwhelmingly describe it as their relaxing treat., advertisers:, instyle, 's advertising mix accurately reflects, instyle, 's editorial content--that is to say, while a good portion of advertising pages come from fashion, beauty and jewelry advertisers, a significant portion also comes from food and beverage, entertainment and shelter/home advertisers. advertising pages comprise an average of 55% of an issue of, instyle, per hall's reports, full year 2008., awards:, some recent awards include:, 2009 min best of the web: award winner “best e-commerce/merchandising” for instyle shopping, 2009 min best of the web: award winner “best e-commerce/merchandising” for, instyle, shopping, 2009 mpa 2008 digital awards “best mobile strategy” for instyle mobile, 2009 mpa 2008 digital awards “best mobile strategy” for, instyle, mobile, 2008 adweek magazine brand leader’s list, #8, 2008 adweek magazine brand leader’s list, #8, 2008 folio gold award winner for “best online tool” – hollywood hair makeover, 2008 folio gold award winner for “best online tool” – hollywood hair makeover, 2008 min best of the web: “best mobile application” for instyle mobile, 2008 min best of the web: “best mobile application” for, instyle, mobile, 2007 adweek’s brand leaders hot list, #7, 2007 adweek’s brand leaders hot list, #7, 2007 min’s best of the web: award winner for redesign/relaunch, 2007 min’s best of the web: award winner for redesign/relaunch","{'Date First Available': 'November 1, 2014', 'Manufacturer': 'Meredith Corporation'}",4.2,2617
b000egcivy,"sports illustrated kids,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61DlAXHQHiL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61DlAXHQHiL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91PJyNDXt1L._AC_SL1500_.jpg'}",magazine subscriptions,,"{'Date First Available': 'November 1, 2014'}",4.3,2354
b000a3pcqe,log homes illustrated,"{'thumb': 'https://m.media-amazon.com/images/I/61xR5tF9F3L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61xR5tF9F3L._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'March 14, 2023'}",3.0,2
b000063xjr,fine homebuilding,"{'thumb': 'https://m.media-amazon.com/images/I/41PCXEOqkwL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41PCXEOqkwL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'September 14, 2006'}",4.6,276
b001thpa12,"cosmopolitan,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61JgL1TwmKL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61JgL1TwmKL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'February 20, 2014'}",4.1,6636
b00008kfzh,sports afield,"{'thumb': 'https://m.media-amazon.com/images/I/613+Wc9uJcL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/613+Wc9uJcL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'September 18, 2006'}",4.5,25
b00hg1bp3m,"lucky all access + free scarf & lucky's digital guides,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51t8Ua9XAQL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51t8Ua9XAQL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71YVO2Erw0L._AC_SL1000_.jpg'}",magazine subscriptions,,"{'Date First Available': 'June 1, 2020', 'Manufacturer': 'Conde Nast'}",3.1,61
b00hq4idne,"simply knitting,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51xPc6QTp6L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51xPc6QTp6L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/613WheKRImL._AC_SL1024_.jpg'}",magazine subscriptions,"simply knitting is the uk's best-selling knitting magazine. whether you're a beginner or you've been knitting for years you'll find lots of exciting patterns in every issue, from on-trend garments to quick-and-easy gift ideas and alan dart's irresistible knitted toys. each issue is packed with real-life reader stories, knitting news, designer interviews and great product picks, making it essential reading for any knitter. *please note: our digital edition does not include the covermount items or supplements you would find with printed copies*","{'Date First Available': 'January 6, 2014', 'Manufacturer': 'Future Publishing Ltd'}",4.3,51
